company_name,typeOfBusiness,sector,regionsOfOperation,newRegionsTargeting,website
Digient Technologies,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, North America, Asia, Africa, Latin America, Australasia","Africa, Latin America",
Jackpot.bet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia","Asia, MENA (Middle East North Africa)",
Jackpotbet A/S,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports",Europe,Europe,https://www.jackpotbet.dk/
Zocket Technologies Inc.,"Supplier (product, technology or service)","Casino & Games, Social","North America, Asia, MENA (Middle East North Africa)","Europe, Latin America, Australasia",https://www.zocket.com/
Jadran Vegas d.o.o.,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Latin America","Europe, Latin America",
AskGamblers,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America",Asia,
JOI Gaming ltd,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Magic Word Media,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia",MENA (Middle East North Africa),https://magicwordmedia.com/
PITCH TECH,"Supplier (product, technology or service)","Casino & Games, Lottery, Sports Betting, Esports",Europe,"Europe, North America, Asia",
Clickback,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia",MENA (Middle East North Africa),
Deuce XR,"Supplier (product, technology or service)",Casino & Games,Europe,Asia,
Juegaenlinea,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Payments",Latin America,Latin America,
Juegalo,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,Latin America,
1Stop Translations,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Asia, Africa, Latin America",http://www.1stoptranslations.com/
Juegalo.com,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Hospitality, Social",Latin America,Latin America,
K36,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Asia, Latin America","Europe, Asia, Latin America",
CEAUP,"Supplier (product, technology or service)","Casino & Games, Esports","Europe, Africa, Latin America","Europe, Africa, Latin America",
The Old Irish Pub,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Hospitality, Coin-op/Amusements, Security/Cyber-security, Payments, Tribal, Social",Europe,"North America, Asia, Latin America",
Kanggiten,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports",Europe,Europe,
Africacasino.bet,"Supplier (product, technology or service)",Casino & Games,Africa,"Africa, Latin America",
Kawaii Partners,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Australasia,https://kawaii.partners/
Derivco Sports,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Africa, Latin America, MENA (Middle East North Africa)",Europe,
ITSP Services,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Africa, Australasia","Europe, Asia",
ULS,"Supplier (product, technology or service)",Casino & Games,Asia,Europe,
Payatom,"Supplier (product, technology or service)",Casino & Games,Asia,"Africa, Latin America",
KC Gaming Networks Limited (Bet9ja),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Payments",Africa,Africa,
Keen Sage,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Australasia",Latin America,
Keen Sage,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Australasia",Latin America,
Dima-stx,"Supplier (product, technology or service)",Casino & Games,Latin America,Africa,
DIMA,"Supplier (product, technology or service)",Casino & Games,"Europe, Africa, Latin America",Latin America,
Hype.bet,"Supplier (product, technology or service)",Casino & Games,Latin America,Africa,
Adaptive Games,"Supplier (product, technology or service)",Casino & Games,North America,Africa,
Keen Sage,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Hospitality","Europe, North America",Australasia,
Keith Ho Betxchange,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",Africa,Africa,
Ketaustream,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Social",Europe,North America,
KHN,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Africa,
KingIT Solutions,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Social","Europe, North America","Europe, North America, Australasia",https://www.casino.sharkroll.io/
KLUB28,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports","Europe, North America, Asia, Latin America",Africa,https://www.klub28.com/
Playin,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, Latin America",
Primero Games,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,
Konibet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,
La tinka,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting, Esports",Latin America,Latin America,
Lagersoft,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Payments","North America, Asia, Latin America","Asia, Latin America",
Lagersoft,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,"North America, Asia, Latin America",
Lagersoft,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,"North America, Asia",
Lance East Office,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,North America,Asia,
Las Vegas Sands,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia",Asia,
LasVegasEnVivo.com,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Latin America,Latin America,https://lasvegasenvivo.com/
Laxford Kft,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Africa, Latin America",Latin America,
Edifya,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, Latin America",
Broadway Platform,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
MANIPULADOS Y ACABADOS METALICOS SL,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Fininvest,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, Latin America",
3TC,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa",Africa,
LCKY,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Latin America",Europe,
LCKY Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America, Latin America","Europe, North America",
LCKY Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America, Latin America","Europe, North America",
Visual house,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
LCKY Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America",Europe,
Campana de Largada,"Supplier (product, technology or service)",Casino & Games,Latin America,Latin America,
Lckygroup,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America",Europe,
Voltuum,"Supplier (product, technology or service)",Casino & Games,Europe,Asia,
242group,"Supplier (product, technology or service)",Casino & Games,Europe,Asia,
Neko,"Supplier (product, technology or service)",Casino & Games,Latin America,Europe,
Le.La.Sas di Lega Maurizio & C,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
leader.bet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa","Europe, North America, Latin America",
"ADNET, SL","Supplier (product, technology or service)",Casino & Games,Europe,Latin America,
Heaven of 7,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa","North America, Latin America, Australasia",
Fusteria Monfort,"Supplier (product, technology or service)",Casino & Games,Europe,Asia,
Leaderbet Slot,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Asia,
Innovecs,"Supplier (product, technology or service)","Casino & Games, Poker","Europe, North America, Asia, Latin America, Australasia","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
